Reference,Publication year,Ecosystem component (detailed),Ecosystem component (simplified),Thema (detailed),Thema (simplified),Trait label (original),Trait label (standardised),
"Szostek C.L., Murray L.G., Bell E., Rayner G., Kaiser M.J., 2016. Natural vs. fishing disturbance: drivers of community composition on traditional king scallop, Pecten maximus, fishing grounds. ICES Journal of Marine Science 73:i70–i83.",2016,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Larval development location,Early development,
"Szostek C.L., Murray L.G., Bell E., Rayner G., Kaiser M.J., 2016. Natural vs. fishing disturbance: drivers of community composition on traditional king scallop, Pecten maximus, fishing grounds. ICES Journal of Marine Science 73:i70–i83.",2016,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Living mode,Engineering,
"Szostek C.L., Murray L.G., Bell E., Rayner G., Kaiser M.J., 2016. Natural vs. fishing disturbance: drivers of community composition on traditional king scallop, Pecten maximus, fishing grounds. ICES Journal of Marine Science 73:i70–i83.",2016,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Fragility,Fragility,
"Szostek C.L., Murray L.G., Bell E., Rayner G., Kaiser M.J., 2016. Natural vs. fishing disturbance: drivers of community composition on traditional king scallop, Pecten maximus, fishing grounds. ICES Journal of Marine Science 73:i70–i83.",2016,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Longevity (years),Life span,
"Szostek C.L., Murray L.G., Bell E., Rayner G., Kaiser M.J., 2016. Natural vs. fishing disturbance: drivers of community composition on traditional king scallop, Pecten maximus, fishing grounds. ICES Journal of Marine Science 73:i70–i83.",2016,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Morphology,Morph./Anat./Phys.,
"Szostek C.L., Murray L.G., Bell E., Rayner G., Kaiser M.J., 2016. Natural vs. fishing disturbance: drivers of community composition on traditional king scallop, Pecten maximus, fishing grounds. ICES Journal of Marine Science 73:i70–i83.",2016,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Mobility,Motility,
"Szostek C.L., Murray L.G., Bell E., Rayner G., Kaiser M.J., 2016. Natural vs. fishing disturbance: drivers of community composition on traditional king scallop, Pecten maximus, fishing grounds. ICES Journal of Marine Science 73:i70–i83.",2016,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Reproductive frequency,Reprod. frequency,
"Szostek C.L., Murray L.G., Bell E., Rayner G., Kaiser M.J., 2016. Natural vs. fishing disturbance: drivers of community composition on traditional king scallop, Pecten maximus, fishing grounds. ICES Journal of Marine Science 73:i70–i83.",2016,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Age at maturity (years),Sexual maturity,
"Szostek C.L., Murray L.G., Bell E., Rayner G., Kaiser M.J., 2016. Natural vs. fishing disturbance: drivers of community composition on traditional king scallop, Pecten maximus, fishing grounds. ICES Journal of Marine Science 73:i70–i83.",2016,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Food type,Trophy,
"Szostek C.L., Murray L.G., Bell E., Rayner G., Kaiser M.J., 2016. Natural vs. fishing disturbance: drivers of community composition on traditional king scallop, Pecten maximus, fishing grounds. ICES Journal of Marine Science 73:i70–i83.",2016,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Feeding mode,Trophy,
"Tillin H.M., Hiddink J.G., Jennings S., Kaiser M.J., 2006. Chronic bottom trawling alters the functional composition of benthic invertebrate communities on a sea-basin scale. Marine Ecology Progress Series 318:31–45.",2006,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Size ,Body size,
"Tillin H.M., Hiddink J.G., Jennings S., Kaiser M.J., 2006. Chronic bottom trawling alters the functional composition of benthic invertebrate communities on a sea-basin scale. Marine Ecology Progress Series 318:31–45.",2006,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Habitat,Burrowing depth,
"Tillin H.M., Hiddink J.G., Jennings S., Kaiser M.J., 2006. Chronic bottom trawling alters the functional composition of benthic invertebrate communities on a sea-basin scale. Marine Ecology Progress Series 318:31–45.",2006,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Dissemination,Dispersal,
"Tillin H.M., Hiddink J.G., Jennings S., Kaiser M.J., 2006. Chronic bottom trawling alters the functional composition of benthic invertebrate communities on a sea-basin scale. Marine Ecology Progress Series 318:31–45.",2006,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Longevity ,Life span,
"Tillin H.M., Hiddink J.G., Jennings S., Kaiser M.J., 2006. Chronic bottom trawling alters the functional composition of benthic invertebrate communities on a sea-basin scale. Marine Ecology Progress Series 318:31–45.",2006,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Mobility,Motility,
"Tillin H.M., Hiddink J.G., Jennings S., Kaiser M.J., 2006. Chronic bottom trawling alters the functional composition of benthic invertebrate communities on a sea-basin scale. Marine Ecology Progress Series 318:31–45.",2006,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Reproductive frequency,Reprod. frequency,
"Tillin H.M., Hiddink J.G., Jennings S., Kaiser M.J., 2006. Chronic bottom trawling alters the functional composition of benthic invertebrate communities on a sea-basin scale. Marine Ecology Progress Series 318:31–45.",2006,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Age at maturity ,Sexual maturity,
"Tillin H.M., Hiddink J.G., Jennings S., Kaiser M.J., 2006. Chronic bottom trawling alters the functional composition of benthic invertebrate communities on a sea-basin scale. Marine Ecology Progress Series 318:31–45.",2006,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Reproductive technique,Sexuality,
"Tillin H.M., Hiddink J.G., Jennings S., Kaiser M.J., 2006. Chronic bottom trawling alters the functional composition of benthic invertebrate communities on a sea-basin scale. Marine Ecology Progress Series 318:31–45.",2006,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Food,Trophy,
"Tillin H.M., Hiddink J.G., Jennings S., Kaiser M.J., 2006. Chronic bottom trawling alters the functional composition of benthic invertebrate communities on a sea-basin scale. Marine Ecology Progress Series 318:31–45.",2006,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Feeding type,Trophy,
"Tyler E.H.M., Somerfield P.J., Vanden Berghe E., Bremner J., Jackson E., Langmead O., Palomares M.L.D., Webb T.J., 2012. Extensive gaps and biases in our knowledge of a well-known fauna: implications for integrating biological traits into macroecology. Global Ecology and Biogeography 21:922–934.",2012,Multi-taxon,Other,Methodology,Other,Body size,Body size,
"Tyler E.H.M., Somerfield P.J., Vanden Berghe E., Bremner J., Jackson E., Langmead O., Palomares M.L.D., Webb T.J., 2012. Extensive gaps and biases in our knowledge of a well-known fauna: implications for integrating biological traits into macroecology. Global Ecology and Biogeography 21:922–934.",2012,Multi-taxon,Other,Methodology,Other,Larval dispersal,Early development,
"Tyler E.H.M., Somerfield P.J., Vanden Berghe E., Bremner J., Jackson E., Langmead O., Palomares M.L.D., Webb T.J., 2012. Extensive gaps and biases in our knowledge of a well-known fauna: implications for integrating biological traits into macroecology. Global Ecology and Biogeography 21:922–934.",2012,Multi-taxon,Other,Methodology,Other,Fecundity,Fecundity,
"Tyler E.H.M., Somerfield P.J., Vanden Berghe E., Bremner J., Jackson E., Langmead O., Palomares M.L.D., Webb T.J., 2012. Extensive gaps and biases in our knowledge of a well-known fauna: implications for integrating biological traits into macroecology. Global Ecology and Biogeography 21:922–934.",2012,Multi-taxon,Other,Methodology,Other,Longevity,Life span,
"Tyler E.H.M., Somerfield P.J., Vanden Berghe E., Bremner J., Jackson E., Langmead O., Palomares M.L.D., Webb T.J., 2012. Extensive gaps and biases in our knowledge of a well-known fauna: implications for integrating biological traits into macroecology. Global Ecology and Biogeography 21:922–934.",2012,Multi-taxon,Other,Methodology,Other,Adult dispersal,Motility,
"Tyler E.H.M., Somerfield P.J., Vanden Berghe E., Bremner J., Jackson E., Langmead O., Palomares M.L.D., Webb T.J., 2012. Extensive gaps and biases in our knowledge of a well-known fauna: implications for integrating biological traits into macroecology. Global Ecology and Biogeography 21:922–934.",2012,Multi-taxon,Other,Methodology,Other,Reproductive timing,Reprod. frequency,
"Tyler E.H.M., Somerfield P.J., Vanden Berghe E., Bremner J., Jackson E., Langmead O., Palomares M.L.D., Webb T.J., 2012. Extensive gaps and biases in our knowledge of a well-known fauna: implications for integrating biological traits into macroecology. Global Ecology and Biogeography 21:922–934.",2012,Multi-taxon,Other,Methodology,Other,Diet,Trophy,
"Tyler E.H.M., Somerfield P.J., Vanden Berghe E., Bremner J., Jackson E., Langmead O., Palomares M.L.D., Webb T.J., 2012. Extensive gaps and biases in our knowledge of a well-known fauna: implications for integrating biological traits into macroecology. Global Ecology and Biogeography 21:922–934.",2012,Multi-taxon,Other,Methodology,Other,Feeding method,Trophy,
"T?rnroos A., Bonsdorff E., 2012. Developing the multitrait concept for functional diversity: lessons from a system rich in functions but poor in species. Ecological Applications 22:2221–2236.",2012,Benthic invertebrate,Benthic invertebrate,FD,Other,Migration,Behaviour,
"T?rnroos A., Bonsdorff E., 2012. Developing the multitrait concept for functional diversity: lessons from a system rich in functions but poor in species. Ecological Applications 22:2221–2236.",2012,Benthic invertebrate,Benthic invertebrate,FD,Other,Mobility,Behaviour,
"T?rnroos A., Bonsdorff E., 2012. Developing the multitrait concept for functional diversity: lessons from a system rich in functions but poor in species. Ecological Applications 22:2221–2236.",2012,Benthic invertebrate,Benthic invertebrate,FD,Other,Sociability,Biotic int./Sociability,
"T?rnroos A., Bonsdorff E., 2012. Developing the multitrait concept for functional diversity: lessons from a system rich in functions but poor in species. Ecological Applications 22:2221–2236.",2012,Benthic invertebrate,Benthic invertebrate,FD,Other,Maximum size ,Body size,
"T?rnroos A., Bonsdorff E., 2012. Developing the multitrait concept for functional diversity: lessons from a system rich in functions but poor in species. Ecological Applications 22:2221–2236.",2012,Benthic invertebrate,Benthic invertebrate,FD,Other,Environmental position,Burrowing depth,
"T?rnroos A., Bonsdorff E., 2012. Developing the multitrait concept for functional diversity: lessons from a system rich in functions but poor in species. Ecological Applications 22:2221–2236.",2012,Benthic invertebrate,Benthic invertebrate,FD,Other,Dispersal type ,Dispersal,
"T?rnroos A., Bonsdorff E., 2012. Developing the multitrait concept for functional diversity: lessons from a system rich in functions but poor in species. Ecological Applications 22:2221–2236.",2012,Benthic invertebrate,Benthic invertebrate,FD,Other,Larval type,Early development,
"T?rnroos A., Bonsdorff E., 2012. Developing the multitrait concept for functional diversity: lessons from a system rich in functions but poor in species. Ecological Applications 22:2221–2236.",2012,Benthic invertebrate,Benthic invertebrate,FD,Other,Sediment transport,Engineering,
"T?rnroos A., Bonsdorff E., 2012. Developing the multitrait concept for functional diversity: lessons from a system rich in functions but poor in species. Ecological Applications 22:2221–2236.",2012,Benthic invertebrate,Benthic invertebrate,FD,Other,Fragility ,Fragility,
"T?rnroos A., Bonsdorff E., 2012. Developing the multitrait concept for functional diversity: lessons from a system rich in functions but poor in species. Ecological Applications 22:2221–2236.",2012,Benthic invertebrate,Benthic invertebrate,FD,Other,Longevity ,Life span,
"T?rnroos A., Bonsdorff E., 2012. Developing the multitrait concept for functional diversity: lessons from a system rich in functions but poor in species. Ecological Applications 22:2221–2236.",2012,Benthic invertebrate,Benthic invertebrate,FD,Other,Body ?exibility ,Morph./Anat./Phys.,
